Name;Nationality;Gender;Probable Age;Last Known Location;Passport ID;Crime
Curcio Gavagan;Mexico;Male;21;Thailand;607982007;Fraud
Dannie Beech;Macedonia;Female;65;Dominican Republic;918482258;Theft
Wilton Elsmore;Portugal;Male;46;Czech Republic;724216602;Murder
Jakob Tongs;China;Male;62;Peru;276160099;Rape
Trefor Norsister;Peru;Male;70;Philippines;746080326;CyberCrime
Sebastien Idill;Indonesia;Male;42;Sweden;337147199;Terrorism
Marcellus Blanchard;Philippines;Male;45;Philippines;111554848;Fraud
Rosella Bartozzi;China;Male;71;Ukraine;597815858;Theft
Cam Weaver;Ukraine;Female;67;Dominican Republic;163816510;Murder
Noak Weepers;Poland;Female;67;Peru;437083938;Rape
Ramsey Ringer;China;Male;44;Russia;342495248;CyberCrime
Alard Cornejo;Japan;Female;18;Syria;294303304;Terrorism
Nancee Myrkus;Philippines;Female;31;Finland;415460914;Fraud
Kenton Kainz;Mongolia;Male;30;China;307500139;Theft
Jeniffer Schultheiss;Iran;Female;50;Indonesia;390560626;Murder
Luis Kinahan;Cuba;Male;37;Philippines;683989892;Rape
Alexandre McSharry;Poland;Male;42;China;689495200;CyberCrime
Abagail Shillum;Brazil;Female;37;United States;592016384;Terrorism
Kalinda Harses;Honduras;Female;38;Argentina;801964108;Fraud
Stephie Crosetti;Indonesia;Male;31;Philippines;228789324;Theft
Hyatt Mulryan;Russia;Male;83;Nicaragua;924356241;Murder
Caye Claasen;France;Female;58;Georgia;482708487;Rape
Gerta Bolver;China;Female;37;Peru;275815462;CyberCrime
Charyl Netherclift;Indonesia;Male;68;Indonesia;686455532;Terrorism
Kameko Rofe;Norway;Female;58;Chile;883711127;Fraud
Allistir Cobbin;Russia;Male;23;China;316361094;Theft
Rube Matejka;Indonesia;Male;64;China;276724423;Murder
Nikolos Pretsell;Sierra Leone;Male;42;Indonesia;209208379;Rape
Cornie Adamczyk;Ukraine;Male;54;Venezuela;377293435;CyberCrime
Fanechka Ucceli;Syria;Female;27;Mexico;732796861;Terrorism
Bank Nafziger;China;Female;32;South Korea;199165747;Fraud
Gerti Levesque;China;Female;77;China;934075184;Theft
Yehudit Gutcher;Argentina;Female;57;Philippines;204683829;Murder
Sonnnie McMorran;France;Male;74;Canada;234819476;Rape
Jarret Botwright;China;Male;70;Indonesia;562184936;CyberCrime
Joly Frenzel;;;;;;
Morena Tolworthy;East Timor;Male;80;China;242576270;Fraud
Krishna Bullers;China;Female;71;Brazil;996806334;Theft
Lise Peche;Thailand;Female;27;Indonesia;725289420;Murder
Andrei Gallehawk;Portugal;Female;79;China;346603882;Rape
Nikki Canton;Malawi;Male;48;Greece;687561852;CyberCrime
Doretta St. Leger;Philippines;Male;33;Indonesia;743724037;Terrorism
Christophorus Hinzer;Russia;Female;43;Portugal;969697788;Fraud
Barbabra Coursor;Iran;Male;29;France;792247280;Theft
Paulita Traske;Indonesia;Male;80;Indonesia;808313137;Murder
Errick Pigeram;Tajikistan;Female;57;Indonesia;627150799;Rape
Becca Gley;Philippines;Female;31;Indonesia;923954379;CyberCrime
Rene Verlinde;Indonesia;Male;44;Brazil;224444452;Terrorism
Ree Dobeson;Ukraine;Male;60;France;375489544;Fraud
Falito Gookey;Venezuela;Male;21;Indonesia;304744729;Theft
Peggi Taveriner;Tunisia;Female;66;China;304609452;Murder
Ruthie Pegden;China;Female;66;Haiti;758715032;Rape
Charley Kinahan;Haiti;Female;26;Ukraine;724854663;CyberCrime
Bellanca Giacaponi;China;Male;83;China;871083351;Terrorism
Woodrow Robbings;Brazil;Male;56;Philippines;572105399;Fraud
Beniamino Sellstrom;Russia;Male;19;Russia;490174385;Theft
Bordy Makinson;Vietnam;Female;62;Indonesia;543934766;Murder
Rica Loxdale;Brazil;Female;85;Ukraine;958882536;Rape
Jessie Dionisetto;Finland;Male;41;Philippines;873095520;CyberCrime
Lurette Addy;United States;Female;23;Indonesia;980767275;Terrorism
Ruggiero Partrick;Greece;Female;57;Ukraine;337089437;Fraud
Norton Yanshin;Ukraine;Female;59;Peru;948861114;Theft
Francesca Hagerty;China;Female;78;Philippines;940763124;Murder
Stanwood Manssuer;Yemen;Male;55;Madagascar;426498688;Rape
Charin Hagart;Sweden;Male;23;Argentina;263120467;CyberCrime
Marybelle Greatorex;Thailand;Female;55;Poland;735078559;Terrorism
Stan Dudney;Indonesia;Male;38;Ukraine;184082306;Fraud
Nelia Mabbs;China;Male;37;Bulgaria;440064341;Theft
Patrizius Littlekit;China;Female;26;France;249110439;Murder
Merle Ashby;China;Female;31;Togo;712166642;Rape
Uriah Huxter;United States;Male;25;Indonesia;171656153;CyberCrime
Ely Klimontovich;Poland;Female;58;France;905189306;Terrorism
Jobie Sivewright;China;Female;62;Ukraine;178737667;Fraud
Marlo Lindemann;Canada;Male;64;United States;674968245;Theft
Willie Hachette;China;Female;67;Russia;299796453;Murder
Brnaba Norkett;Brazil;Male;71;Philippines;960789371;Rape
Garrick Hammersley;China;Male;19;China;141929129;CyberCrime
Lee Freeman;Portugal;Female;53;Poland;128998449;Terrorism
Bart Heinecke;China;Male;84;Nepal;458361607;Fraud
Birgit Varley;Brazil;Female;38;Philippines;839689329;Theft
Victor Palia;Azerbaijan;Female;39;Ukraine;774347083;Murder
Ertha Bukowski;Chile;Female;75;Albania;227082485;Rape
Cammi McGilroy;China;Male;74;China;554548542;CyberCrime
Roshelle Sidwick;Mauritius;Male;55;China;970472460;Terrorism
Clementius Tarte;China;Female;24;Canada;493020236;Fraud
Shelly Dring;Philippines;Male;34;China;667770369;Theft
Halley Bresnahan;Indonesia;Female;21;Ecuador;450366410;Murder
Fanechka Emor;China;Female;47;Bangladesh;225951407;Rape
Rhett Belton;Nigeria;Male;81;United States;878846980;CyberCrime
Manda Devita;China;Male;65;Chile;960138481;Terrorism
Dew Melmar;Mauritius;Male;76;China;175149405;Fraud
Raine Windle;Spain;Male;42;Indonesia;220986908;Theft
Julieta Torregiani;Indonesia;Female;42;Brazil;674240862;Murder
Ozzy Chin;Vietnam;Male;40;Ukraine;222716783;Rape
Hogan Aimson;Thailand;Male;69;China;913880714;CyberCrime
Mercy Hacquel;China;Female;23;Kazakhstan;270266424;Terrorism
Park Porter;China;Female;30;China;236180716;Fraud
Janela Plunkett;Sweden;Male;59;Kazakhstan;582950169;Theft
Merrili Tankus;Brazil;Male;36;Canada;562323439;Murder
Chelsae Martyns;China;Male;26;Tunisia;721490749;Rape
Evered Lacelett;Iceland;Male;22;Poland;795577866;CyberCrime
Noble Manilo;China;Female;33;Peru;504025974;Terrorism
Weber Issac;Albania;Female;53;France;608470676;Fraud
Mora Tatnell;New Zealand;Female;78;Philippines;631197466;Theft
Nealson Laminman;Philippines;Female;83;China;640986153;Murder
Lonni Pardon;Mexico;Female;53;South Korea;473993737;Rape
Kip Eisikovitsh;Russia;Male;62;France;286341986;CyberCrime
Maurie O'Gormley;China;Male;33;Canada;220804735;Terrorism
Jewell Belvard;Philippines;Male;32;Japan;231780857;Fraud
Linnie Nineham;Poland;Male;39;China;796430541;Theft
Erick Hewlings;Colombia;Female;42;Venezuela;512198835;Murder
Abram Himsworth;Iran;Male;77;Indonesia;705734706;Rape
Silvanus Tembey;China;Female;62;Poland;302870883;CyberCrime
Cornie Bodleigh;Czech Republic;Female;67;Cayman Islands;426779605;Terrorism
Ettore Stonehewer;Poland;Female;81;Turkmenistan;610610026;Fraud
Ceil Walewski;Cuba;Female;49;Armenia;362060226;Theft
Minerva Tootin;China;Female;27;China;645309497;Murder
Verne Gunbie;Russia;Female;20;France;269085707;Rape
Jacquie Showering;Philippines;Male;71;Philippines;725999324;CyberCrime
Jasmina Handover;Bosnia and Herzegovina;Female;57;Benin;752361129;Terrorism
Elena Mary;Brazil;Female;63;China;162522080;Fraud
Rhona Beecham;Indonesia;Male;58;Slovenia;262590577;Theft
Thaddeus Colnett;Estonia;Female;45;Finland;125740763;Murder
Caroljean Warrell;Afghanistan;Female;23;Cameroon;706494688;Rape
Tann Mannie;United States;Male;32;Portugal;541482049;CyberCrime
Paige Copin;Egypt;Male;34;Malaysia;860216712;Terrorism
Nicko Alekseicik;Brazil;Male;40;China;159634632;Fraud
Ashley Balharry;Taiwan;Female;55;China;162143983;Theft
Darell Ladloe;Netherlands;Male;77;China;437423313;Murder
Felizio Denisot;Brazil;Male;74;China;955820670;Rape
Moishe Charity;Myanmar;Male;52;Thailand;966432590;CyberCrime
Janet Edgley;Brazil;Female;33;El Salvador;590064199;Terrorism
Mildred Tenniswood;Indonesia;Male;45;China;548800835;Fraud
Shena Pipes;Russia;Female;69;Philippines;240449671;Theft
Mikel Bushaway;Jordan;Female;47;Philippines;321463017;Murder
Dallas MacCoughan;Japan;Female;57;Palestinian Territory;312776522;Rape
Rosabella Hegel;Indonesia;Female;64;Slovenia;856088611;CyberCrime
Stillman Scarf;Russia;Male;26;Sweden;408303744;Terrorism
Jenna Frankland;Luxembourg;Male;74;Thailand;953983274;Fraud
Lyndel Gauntlett;Myanmar;Female;18;France;671160490;Theft
Jilleen Naper;United States;Male;28;Colombia;950793527;Murder
Marilee Sandaver;Indonesia;Female;45;China;592119983;Rape
Oran McRavey;Moldova;Male;68;Indonesia;443988095;CyberCrime
Cristal Jevons;South Korea;Male;76;United States;162562648;Terrorism
Wynny Zecchinii;Peru;Male;69;Argentina;526062866;Fraud
Virgil De Robertis;Ukraine;Female;77;Indonesia;987071452;Theft
Leeann Sparshett;United States;Male;62;France;807803703;Murder
Bunni Borne;Colombia;Male;26;Russia;807487953;Rape
Shawna Olivera;Ukraine;Male;49;United States;322455437;CyberCrime
Lindie Summerton;Tajikistan;Male;23;Sweden;707153010;Terrorism
Lloyd Driscoll;Uganda;Male;56;Indonesia;951972740;Fraud
Cacilia Falconer-Taylor;Ethiopia;Male;50;Portugal;205907150;Theft
Granny Hein;Mayotte;Male;70;China;986223199;Murder
Del Ferraraccio;Venezuela;Female;55;Ukraine;856570420;Rape
Jacquetta Onthank;Iraq;Male;85;Czech Republic;368413758;CyberCrime
Fee Kienle;Poland;Male;33;China;754189066;Terrorism
Harriet Nares;China;Female;36;Indonesia;330215903;Fraud
Franchot Laxtonne;Indonesia;Female;82;Indonesia;824334869;Theft
Karin Dungey;Czech Republic;Female;47;Norway;305562394;Murder
Persis Giacomello;Ethiopia;Female;51;France;856886909;Rape
Nananne Iacobini;China;Female;70;Cuba;210842604;CyberCrime
Annmaria Suston;China;Male;82;Vietnam;999127821;Terrorism
Belle Crate;Portugal;Male;20;Greece;114886961;Fraud
Tony Tue;Philippines;Male;49;China;892134279;Theft
Dukey McMonies;Indonesia;Male;41;Angola;439718927;Murder
Con Hourican;Indonesia;Male;82;Indonesia;211058382;Rape
Hilda Rolfo;Sweden;Female;18;Russia;411752240;CyberCrime
Nehemiah Gurery;Sri Lanka;Male;72;Indonesia;922976592;Terrorism
Boote Derby;China;Male;44;Peru;809538547;Fraud
Antonina Hasty;China;Female;58;Thailand;304193339;Theft
Tymothy Robun;Philippines;Female;24;Philippines;388045647;Murder
Glyn Wyness;Philippines;Male;21;Greece;960873691;Rape
Dewey Kellog;Pakistan;Female;68;Poland;217377594;CyberCrime
Pat FitzGibbon;Ukraine;Male;60;China;586953483;Terrorism
Parker Somner;Sierra Leone;Male;85;Indonesia;376639810;Fraud
Mindy Guilford;Indonesia;Female;21;United States;687528688;Theft
Ainslee Spencock;Brazil;Female;20;Poland;944291574;Murder
Thom Cuddy;Mongolia;Male;33;Russia;868826560;Rape
Tamas Faughnan;Japan;Male;37;United States;530861369;CyberCrime
Arnie Streetley;Namibia;Female;36;Japan;808882516;Terrorism
Emilie Poleykett;Japan;Male;59;Jordan;140738999;Fraud
Ossie Martonfi;Spain;Female;73;China;812851736;Theft
Randene Iorizzi;Indonesia;Female;44;China;657181909;Murder
Flori Ogers;Syria;Male;67;Tunisia;659674599;Rape
Bobbi Docwra;Ukraine;Female;76;United Kingdom;163561374;CyberCrime
Meris Bergeon;Philippines;Female;79;Russia;469962237;Terrorism
Rose Mitcham;Portugal;Male;81;China;722300632;Fraud
Merrill Reader;Vietnam;Female;52;China;767027991;Theft
Obediah Withrop;Indonesia;Female;72;China;600108768;Murder
Dacey Livingstone;Afghanistan;Female;19;Sweden;960353537;Rape
Hedwiga Marcus;France;Female;72;North Korea;516721405;CyberCrime
Georgie Gentsch;Indonesia;Male;45;Jamaica;192398646;Terrorism
Riccardo Lawles;Indonesia;Female;61;China;277235314;Fraud
Humfrid Paulin;Sweden;Male;68;Russia;484655628;Theft
Colly Strotton;United States;Male;54;Poland;783683417;Murder
Gwenora Carlton;Mexico;Male;81;Czech Republic;438312204;Rape
Shawnee Pollicote;Russia;Male;41;Indonesia;768179675;CyberCrime
Maribelle Hebborn;China;Male;46;Portugal;951993509;Terrorism
Kipper Sheahan;Lebanon;Female;27;China;447503648;Fraud
Olenka Harrisson;China;Male;75;Portugal;547658133;Theft
Susie Kimbrey;Indonesia;Male;25;Mexico;985770366;Murder
Mead Twigley;Kazakhstan;Female;74;Brazil;493169544;Rape
Brockie Fontin;China;Female;28;Ukraine;373016197;CyberCrime
Eunice Luquet;China;Male;19;Brazil;774864003;Terrorism
Vicki Gottelier;Indonesia;Male;43;Myanmar;590327219;Fraud
Stanislaus Everest;Greece;Male;58;Ethiopia;463997715;Theft
Gustavo McRoberts;Serbia;Female;25;Mozambique;743910762;Murder
Borg Boecke;Philippines;Female;66;South Africa;500564912;Rape
Camile Steger;Indonesia;Female;37;Vietnam;433685101;CyberCrime
Gerianna Kettell;Vietnam;Female;84;China;919728091;Terrorism
Ruthie Whotton;Czech Republic;Female;79;Ukraine;828966701;Fraud
Mela Dilliway;Philippines;Male;69;Czech Republic;371414055;Theft
Bald Stanbro;United States;Female;46;China;842674423;Murder
Corella Vero;Brazil;Female;60;Nigeria;486690996;Rape
Marian Barhims;Ukraine;Male;28;China;439563521;CyberCrime
Georgi Van Zon;Russia;Male;76;Russia;363580580;Terrorism
Herculie Dessaur;Indonesia;Male;63;Venezuela;750230034;Fraud
Susy Bewley;Greece;Female;26;Sweden;554110498;Theft
Jacquelynn Bugden;Philippines;Female;53;Kazakhstan;158352267;Murder
Shalne Skinner;China;Male;76;Dominican Republic;356715731;Rape
Farly Maps;Bulgaria;Female;24;Indonesia;570047365;CyberCrime
Sutton Wickman;China;Male;35;Thailand;317483889;Terrorism
Nickie Halloway;Peru;Female;37;Indonesia;666875689;Fraud
Christy Sutehall;Mexico;Male;74;Spain;565273738;Theft
Portia Roughley;Spain;Male;54;Indonesia;839398800;Murder
Britteny Bramstom;Indonesia;Male;40;Japan;970813214;Rape
Pippo Peschet;Russia;Male;69;China;122169980;CyberCrime
Jeddy Makepeace;Indonesia;Female;45;Honduras;395404506;Terrorism
Gasper Lever;Burkina Faso;Female;29;Brazil;138627149;Fraud
Anthony Barlthrop;Pakistan;Male;29;Guatemala;612487435;Theft
Dolf Roll;South Africa;Female;45;Canada;912559928;Murder
Gery Ive;Mexico;Female;41;South Africa;661477220;Rape
Estelle Gammel;Tokelau;Female;54;Cuba;647457239;CyberCrime
Harold Proske;China;Female;23;Mexico;193693763;Terrorism
Orland Glede;Indonesia;Male;72;Peru;846021924;Fraud
Rogerio Neate;Indonesia;Male;69;Philippines;322209457;Theft
Faith O'Ruane;South Korea;Female;27;Portugal;260292112;Murder
Court Cogman;Indonesia;Female;84;South Korea;713613658;Rape
Carleen Reihill;Mozambique;Female;46;Colombia;459302732;CyberCrime
Orion Crutchley;Albania;Male;22;China;271167928;Terrorism
Adora Paradis;China;Female;33;Russia;287907584;Fraud
Kore Kimblin;France;Male;24;Croatia;289039148;Theft
Marsha Bruhnicke;Philippines;Female;85;United Kingdom;664975956;Murder
Tommy Janjic;China;Female;80;Argentina;304347992;Rape
Kendell Karlmann;Yemen;Female;65;Poland;588030897;CyberCrime
Mirella Bimson;China;Male;23;New Zealand;253075047;Terrorism
Hermie Klaes;Czech Republic;Female;55;Poland;601511346;Fraud
Wallache Warcop;Denmark;Female;51;Belgium;843106033;Theft
Noll Collumbell;Brazil;Male;46;Indonesia;224594295;Murder
Idelle MacNeachtain;Norway;Female;84;China;476748615;Rape
Lila Nardoni;China;Female;67;Russia;319994549;CyberCrime
Larine Russel;Brazil;Female;29;China;906372820;Terrorism
Gloriana Bloschke;Japan;Male;20;China;583956104;Fraud
Caitrin Swede;China;Male;28;South Korea;985785619;Theft
Broddy Lafford;Russia;Female;70;Canada;558243528;Murder
Amos O'Corrigane;Afghanistan;Female;47;Peru;488274019;Rape
Emogene Dyche;Poland;Male;25;Philippines;634517840;CyberCrime
Iosep Figures;Russia;Male;35;Indonesia;896809328;Terrorism
Trenton Glasscoo;Portugal;Male;32;China;721308970;Fraud
Birgit Feldmann;China;Female;84;Burundi;735641586;Theft
Cece Eccleston;Finland;Male;25;France;544663896;Murder
Delia Bateup;Indonesia;Female;21;Brazil;351609590;Rape
Wheeler Kilfether;China;Male;29;Brazil;493209394;CyberCrime
Aurel Bugg;Madagascar;Female;56;Bolivia;714857614;Terrorism
Duffy Heaton;Indonesia;Female;83;Canada;658716050;Fraud
Artus Prinn;China;Female;30;China;525379714;Theft
Chastity Amsden;Brazil;Male;44;Senegal;899763822;Murder
Leelah Duchan;Russia;Female;42;Indonesia;393843612;Rape
Gerome Skegg;Spain;Male;33;China;553666585;CyberCrime
Bobina Dunkerton;China;Male;53;Russia;572266572;Terrorism
Esmaria Emm;Russia;Female;61;Indonesia;227803863;Fraud
Warden Malec;Russia;Male;74;Mali;351903811;Theft
Rachele Stoeckle;Sweden;Female;32;Denmark;178277923;Murder
Clarinda Gout;Bulgaria;Male;50;Canada;281720131;Rape
Andy Sindle;Morocco;Male;62;Indonesia;788613577;CyberCrime
Onida Reddecliffe;Canada;Male;25;Indonesia;461134721;Terrorism
Pedro Maher;Russia;Female;44;Japan;378628860;Fraud
Courtney Tofful;China;Male;46;France;781646320;Theft
Elsey Lovewell;China;Female;52;China;447566598;Murder
Sammie Giraudy;China;Female;23;Philippines;700489625;Rape
Gerianne Neicho;Iran;Female;42;France;468710587;CyberCrime
Percy Millichap;Argentina;Female;40;Indonesia;496524670;Terrorism
Audre Bartosek;China;Male;28;Portugal;246036715;Fraud
Charisse Coopper;United States;Male;18;Indonesia;223542089;Theft
Midge Baudins;Brazil;Male;71;Brazil;801694186;Murder
Hedwig Nickerson;Philippines;Male;55;China;412147561;Rape
Marcelle Hamelyn;Indonesia;Female;52;Czech Republic;645195993;CyberCrime
Euell McKennan;China;Male;79;Sweden;827853722;Terrorism
Carmelle Hatton;Saudi Arabia;Male;55;Poland;374791110;Fraud
Rosabel Derycot;Mayotte;Male;29;Portugal;425889969;Theft
Garrett Simonnin;Netherlands;Female;54;United States;231869988;Murder
Christian Hain;Brazil;Male;82;Ukraine;388049640;Rape
Rutger Waddington;Philippines;Male;37;Ireland;857308253;CyberCrime
Susana Passion;Thailand;Female;39;Iran;930416550;Terrorism
Kissee Hernik;Russia;Female;47;Portugal;292799640;Fraud
Salli Evitts;Sweden;Female;62;Portugal;832755877;Theft
Francis Whistlecroft;Zambia;Male;61;France;229320191;Murder
Weider Broadist;Slovenia;Female;67;Panama;654939740;Rape
Giustina Coppo;Russia;Male;75;China;879685074;CyberCrime
Vernor Plaschke;Poland;Male;59;Russia;516094815;Terrorism
Murdoch Sellack;Vietnam;Male;35;South Korea;404412525;Fraud
Floris Giraudoux;Ukraine;Male;58;Sweden;412877017;Theft
Felita MacKintosh;Portugal;Female;70;Mexico;409388146;Murder
Alberta Belli;Mexico;Female;71;Panama;785339834;Rape
Tera Gligori;China;Male;52;Brazil;903936758;CyberCrime
Cassandry Manifield;Sweden;Female;57;Brazil;279803070;Terrorism
Birdie Phizackerly;Chile;Female;25;Portugal;619795575;Fraud
Janos Quilliam;Indonesia;Male;37;China;429086489;Theft
Emelia McClymond;Ecuador;Female;37;Finland;599350010;Murder
Nesta Heffy;China;Male;32;Uganda;604742033;Rape
Eldin Margetts;Philippines;Male;66;Czech Republic;500821918;CyberCrime
Giacomo Ingliss;Mexico;Female;19;Indonesia;402864969;Terrorism
Celestina Kneal;France;Female;23;China;982031975;Fraud
Shelba Franzke;United States;Female;27;Kyrgyzstan;822460965;Theft
Nikkie Tenniswood;China;Female;67;United States;379745062;Murder
Belicia Mucklo;Argentina;Male;21;Philippines;399196049;Rape
Mar Waterstone;United Kingdom;Female;80;South Africa;987714987;CyberCrime
Mile Whittlesee;Vietnam;Male;37;Colombia;556127372;Terrorism
Berta Duffett;Afghanistan;Female;37;Russia;697540364;Fraud
Alexis Spowage;Indonesia;Female;35;United States;777546442;Theft
Nola Rowes;Philippines;Female;49;Greece;508719588;Murder
Tybi Silvers;Tanzania;Male;32;Philippines;607634810;Rape
Fin Keedwell;China;Female;47;Netherlands;331214486;CyberCrime
Melisa Eakle;Russia;Male;58;China;891364163;Terrorism
Catherine Tustin;China;Male;83;Brazil;591138748;Fraud
Feodora Orknay;Serbia;Female;59;China;607580426;Theft
Kiri Dearing;China;Female;62;Russia;343904610;Murder
Goran Van der Brug;Czech Republic;Female;38;Ukraine;353756043;Rape
